phases,average probability Tc>10K
Al N O,0.6006522911199997
C Nb Ta,0.6004752787000001
Ga Ge Nb,0.6002966561999993
I N Zn,0.6002745516333341
N Rb Ta,0.6001703991666666
Ca Fe Sb,0.6001530606999997
Br Fe Tl,0.5999577705000001
Br Fe Te,0.599871962713333
Fe Na Sb,0.599813343733333
Cl N Pr,0.5997864095999998
Ce Cu O,0.5997663809333333
Mn N Zn,0.5997531700999997
N U Zr,0.5996175680333325
Hf N Sr,0.599581408733333
Fe Gd Mo,0.5995631611666661
C Cl V,0.5995047837666663
Ga V Zr,0.5994640944999997
C Si V,0.5992346269000003
B Mg O,0.5991447633666661
Fe Mo Ni,0.5991271271133334
Cu O Sr,0.5991103198666669
Fe In Mn,0.5990765056999998
Al Fe S,0.59899973595
Ga Se V,0.5988731736033335
B H N,0.5988347956333329
Cr Fe Sn,0.5987649240333329
Fe S Zr,0.5987329066666668
Al N Ta,0.5987199626333332
C Fe Th,0.5986984377333336
Fe Te Y,0.5986900510333335
Fe Mn Pt,0.5986120559666667
N Ti Zr,0.5985795316999999
Fe Ga U,0.5984160986666662
Ag Cu O,0.5983326002333337
B Fe Y,0.5982914428999996
Fe S Sr,0.5981957032999999
Fe Mn S,0.5981857696999999
Ca N Pb,0.5979466352666664
C Nb Si,0.5979294152666665
C Fe Lu,0.5979068808666661
Ag Ca N,0.5978194221333336
C Ca O,0.5977696694200001
N S Zr,0.597412678366667
Cr N Sr,0.5973574763000005
Cr Fe Zr,0.5971901512333335
Al B N,0.5971631878133337
Fe H La,0.5971436193333336
Cu Li O,0.5971349817333328
Cd H N,0.5970992784999994
N Sr Zn,0.5970887416999999
Au N Sr,0.5968242517333333
Cl N O,0.5967417085166665
Ba In N,0.5967007405000001
C H V,0.5964405894000001
C Fe U,0.596351102166667
Au Fe Sn,0.5963430452333336
Cu O Rb,0.5963097070000002
B C V,0.5961910339333333
Fe Ni O,0.5961284487799997
C V Zr,0.596098321366667
Cu Na O,0.5960656607666669
Ba Fe Sb,0.5960209724000005
Au Cu Fe,0.5959698823000005
Mg Mo Se,0.5958162587000007
Fe O P,0.5957044471700004
Nb Si V,0.5956984091000002
Br Fe In,0.5955506764666673
Fe Ga Ni,0.5953441474333332
N Pd Zr,0.5952466643666663
Bi Ca N,0.5952028950666665
N Na Si,0.595058938
Ba Bi N,0.5950346099
Fe I Tl,0.5949602336333333
Cu H O,0.5948668309333331
N Te Y,0.5948236580666667
B C Mo,0.5948113132000002
Mg Mo S,0.5947282042333341
Cu Fe Pt,0.5945329988000003
Al Cr Fe,0.5945278287000002
Cu I O,0.5943348167666671
B N Y,0.5942988618333332
C Fe Ho,0.5941632965
As Cr N,0.5940471597666667
N Na O,0.5939307009166664
Cu O Zn,0.5937095900333332
C Fe Ni,0.5936400639000001
Hg I N,0.5936377631999997
Fe Pt Sn,0.5934252350000001
Li N Th,0.5932676086
Ga V Zn,0.5932596251000002
Br N O,0.5931363554333335
C Mo O,0.5927018889000002
Fe Ga Lu,0.5924144725
Fe Ga Ti,0.5924006045666667
C Hf Nb,0.5923499733000002
Br La N,0.5922440320999999
Cl N Th,0.5922093225666669
Ba Ge N,0.5920911814666661
Cu Ga V,0.5920841036999993
Fe Se Ti,0.5919694953333332
C Fe Ti,0.591491275466667
Cs N Ta,0.5914726233166663
B Ba Mg,0.5914667662333333
N O Rb,0.5913516656666666
Ir N Zr,0.5912871180666669
Cr Ga V,0.5911151497333332
H N Pt,0.5910215091666662
Li N Ni,0.5909972153666667
Eu Fe H,0.5907928728666668
Mn N Ta,0.5907916609000005
Fe S Y,0.5905611836666661
Ba F N,0.5905089688033337
Ca In N,0.5903563514666668
N Na P,0.5902695009000001
Ag H N,0.5901612531333333
Cu Er O,0.5901270042333333
Mn N O,0.5899949371999997
C Nb P,0.589990048433333
H La N,0.5899875361333331
K N P,0.5899755659333332
Cr Fe Y,0.5899051638666667
Fe Te Tl,0.5897091121666662
N Pb Sr,0.5896493119666668
